ObjectID,Route Location:,Route ID:,Select the statement that best describes the amount and distribution of litter in the street.,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,Is this route predominantly residential or commercial/industrial/mixed use?,CreationDate,x,y,the_geom,SF Find Neighborhoods 2,Analysis Neighborhoods 2,Current Supervisor Districts 2
3014,San Bruno Ave BETWEEN Bacon St AND Wayland St,11471,3,0,3,2,65,,0,40,63,3,4,1,5,0,0,0,1,0,0,,,1,0,3,0,,0,,1,12/02/2022 05:33:20 PM,-122.403347596191,37.7270337920229,POINT (-122.403347596191 37.7270337920229),91,25,2
4204,Noriega St BETWEEN 22Nd Ave AND 23Rd Ave,9506,3,0,3,0,,,,3,12,3,1,,1,0,0,0,1,0,0,,,1,1,3,0,,0,,1,03/07/2023 07:46:16 PM,-122.480222907414,37.7540750485718,POINT (-122.480222907414 37.7540750485718),39,35,7
724,03rd St BETWEEN Marin St AND Cargo Way,6453,2,0,2,1,23,,0,3,39,0,2,1,0,0,0,0,0,,0,,,1,0,3,0,,0,,,03/16/2022 04:20:43 PM,-122.387264775588,37.7475901645468,POINT (-122.387264775588 37.7475901645468),56,,9
3283,Judson Ave BETWEEN Phelan Ave AND Hazelwood Ave,13355,3,0,3,0,,,,0,4,0,2,1,0,0,0,0,0,,1,313,,1,1,3,0,,0,,1,12/15/2022 07:03:42 PM,-122.453216111223,37.7285070275568,POINT (-122.453216111223 37.7285070275568),71,41,8
3454,Divisadero St BETWEEN Oak St AND Fell St,4442,2,0,3,1,4,,0,101,32,12,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,01/20/2023 05:11:00 PM,-122.437469539014,37.7736035729506,POINT (-122.437469539014 37.7736035729506),26,9,11
3164,Taraval St BETWEEN 17th Ave AND 18th Ave,9329,4,0,3,0,,,,24,22,10,5,4,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,12/12/2022 05:34:37 PM,-122.474088626749,37.7431201043406,POINT (-122.474088626749 37.7431201043406),44,41,8
1071,07th St BETWEEN Mission St AND Howard St,1136,4,1,2,3,3,,0,30,19,1,2,1,2,21,2,0,1,0,0,,,1,0,2,0,,0,,1,04/29/2022 02:42:41 PM,-122.410174998064,37.7785993336889,POINT (-122.410174998064 37.7785993336889),32,34,10
270,Alta St BETWEEN Montgomery St AND End,4297,2,0,1,0,,,,23,1,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/02/2022 09:04:16 PM,-122.404856267303,37.8014959279571,POINT (-122.404856267303 37.8014959279571),18,23,3
2256,Grant Ave BETWEEN Union St AND Filbert St,6770,3,0,3,0,,,,28,13,4,4,1,0,0,0,0,0,,1,2,,1,1,2,0,,0,,1,09/02/2022 08:43:17 PM,-122.407677380639,37.8011043783146,POINT (-122.407677380639 37.8011043783146),106,23,3
1181,Hancock St BETWEEN Sanchez St AND Noe St,9226,2,0,2,1,6,,0,1,0,0,1,,0,0,0,0,0,,0,,,1,1,3,0,,0,,2,05/14/2022 01:09:02 AM,-122.431619612866,37.7602953829583,POINT (-122.431619612866 37.7602953829583),52,5,5
4076,Fell St BETWEEN Scott St AND Divisadero St,8542,3,0,2,3,705,floor rug,0,27,18,4,2,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,2,02/24/2023 07:03:29 PM,-122.436775476371,37.7741691656277,POINT (-122.436775476371 37.7741691656277),23,9,11
4017,26th Ave BETWEEN Santiago St AND Taraval St,4871,2,0,3,2,43,,0,0,1,1,1,,0,0,0,0,1,0,0,,,1,1,3,0,,0,,1,02/22/2023 07:34:21 PM,-122.483257352664,37.7436536412048,POINT (-122.483257352664 37.7436536412048),40,35,7
1741,Otis St BETWEEN South Van Ness Ave AND Gough St,15140,4,0,5,0,,,,40,68,17,5,3,9,0,0,0,0,,0,,,1,1,3,0,,1,9,1,06/16/2022 01:28:56 AM,-122.419521178976,37.7724380006957,POINT (-122.419521178976 37.7724380006957),32,20,10
4289,Castro St BETWEEN Elizabeth St AND 24th St,13576,2,0,3,0,,,,4,26,1,2,1,0,0,0,0,0,,0,,,0,1,2,0,,0,,1,03/10/2023 09:39:08 PM,-122.434126147867,37.7516979206641,POINT (-122.434126147867 37.7516979206641),84,22,5
2017,Quesada Ave BETWEEN Selby St AND Industrial St,10203,3,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,1,12,,0,0,,0,,0,,1,07/28/2022 06:51:04 PM,-122.401396056541,37.7389801025599,POINT (-122.401396056541 37.7389801025599),82,1,9
1709,Vicente St BETWEEN 31st Ave AND 32nd Ave,16725,2,0,2,1,12,,0,0,1,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,2,06/15/2022 08:17:30 PM,-122.488834946449,37.7387388984409,POINT (-122.488834946449 37.7387388984409),40,35,7
3355,Buchanan St BETWEEN Washington St AND Jackson St,4658,3,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,01/12/2023 06:09:36 PM,-122.431177470168,37.7924485510607,POINT (-122.431177470168 37.7924485510607),102,30,6
4500,23Rd St BETWEEN Start: 100-699 Block AND Illinois St,4683,4,0,4,0,,,,1,3,0,5,5,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/06/2023 08:02:56 PM,-122.384998845352,37.7555749082472,POINT (-122.384998845352 37.7555749082472),56,26,9
2240,Market St BETWEEN Pine St AND Front St,12762,3,0,3,0,,,,0,16,8,2,2,0,0,0,0,1,0,0,,,1,0,2,0,,1,912,1,09/01/2022 08:57:14 PM,-122.397863923065,37.7920927522259,POINT (-122.397863923065 37.7920927522259),108,8,3
636,Mission St BETWEEN 15th St AND 16th St,6747,5,1,4,21,3760,Barbecue,0,101,101,17,3,1,2,0,0,0,1,0,0,,,1,1,3,1,0,1,129,1,02/18/2022 06:47:51 PM,-122.419760316793,37.7658674130416,POINT (-122.419760316793 37.7658674130416),53,20,2
516,Cayuga Ave BETWEEN Niagara Ave AND Mount Vernon Ave,10095,2,0,2,0,,,,0,12,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/11/2022 11:25:30 PM,-122.445253820938,37.7175310685395,POINT (-122.445253820938 37.7175310685395),80,28,1
4674,Cherry St BETWEEN Washington St AND Clay St,2564,3,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,04/25/2023 06:22:17 PM,-122.457145992656,37.7882444749855,POINT (-122.457145992656 37.7882444749855),10,31,6
3480,De Haro St BETWEEN 19th St AND 20th St,3476,4,0,2,0,,,,0,7,0,1,,0,0,0,0,0,,1,133,,0,0,,0,,0,,2,01/23/2023 05:57:56 PM,-122.401137973255,37.76037318988,POINT (-122.401137973255 37.76037318988),54,26,9
1902,Ils Ln BETWEEN Columbus Ave AND Ils Ln,6628,1,,4,0,,,,0,0,0,1,,3,0,0,0,0,,0,,,0,0,,0,,0,,1,07/22/2022 05:16:14 PM,-122.404177796718,37.7959320120298,POINT (-122.404177796718 37.7959320120298),104,6,3
949,Van Ness Ave BETWEEN Hayes St AND Grove St,15881,2,0,2,0,,,,2,0,1,1,,0,0,0,0,0,,1,2,,0,0,,0,,0,,1,04/08/2022 04:12:31 PM,-122.419727789695,37.7777895967138,POINT (-122.419727789695 37.7777895967138),21,36,10
4410,Sadowa St BETWEEN San Jose Ave AND Plymouth Ave,11472,3,0,3,0,,,,0,0,0,4,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,03/24/2023 08:36:43 PM,-122.455355335884,37.7123251844176,POINT (-122.455355335884 37.7123251844176),81,24,1
1939,Geary Blvd BETWEEN Parker Ave AND Beaumont Ave,4340,4,0,4,0,,,,28,7,17,5,2,1,0,0,0,0,,0,,,1,1,3,0,,0,,1,07/23/2022 12:07:26 AM,-122.454755666415,37.7816009538836,POINT (-122.454755666415 37.7816009538836),11,31,6
2970,Juri St BETWEEN San Jose Ave AND End,8457,2,0,1,0,,,,0,1,0,1,,0,0,0,0,0,,1,3,,0,0,,0,,0,,2,11/30/2022 08:02:53 PM,-122.421747012909,37.7499408283574,POINT (-122.421747012909 37.7499408283574),53,20,5
1860,Franklin St BETWEEN Eddy St AND Ellis St,4281,2,0,2,1,3,,0,3,33,3,2,2,6,0,0,0,1,0,1,10,,1,0,3,0,,0,,1,07/20/2022 09:56:57 PM,-122.422571360014,37.7831571772564,POINT (-122.422571360014 37.7831571772564),100,39,11
2580,Rivera St BETWEEN 30th Ave AND 31st Ave,9853,3,1,3,0,,,,0,3,5,1,,0,0,0,0,0,,1,13,,1,0,1,0,,0,,2,10/19/2022 07:36:29 PM,-122.488271312897,37.7462359685491,POINT (-122.488271312897 37.7462359685491),40,35,7
3751,The Embarcadero BETWEEN Harrison St AND Folsom St,16402,2,0,2,0,,,,0,0,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,1,56,,02/13/2023 06:50:31 PM,-122.389351933896,37.7901185404463,POINT (-122.389351933896 37.7901185404463),30,8,10
1698,14th Ave BETWEEN Rockridge Dr AND Quintara St,711,2,0,1,0,,,,0,0,1,1,,0,0,0,0,0,,1,12,,0,0,,0,,0,,2,06/15/2022 06:15:54 PM,-122.470966337045,37.7498921124534,POINT (-122.470966337045 37.7498921124534),44,14,8
2229,03rd St BETWEEN Brannan St AND Townsend St,7546,2,0,2,0,,,,18,41,0,2,1,2,0,0,0,1,0,0,,,0,0,,0,,0,,1,08/23/2022 12:59:13 AM,-122.393538117255,37.779475673121,POINT (-122.393538117255 37.779475673121),32,34,10
1759,Diamond Heights Blvd BETWEEN Gold Mine Dr AND Berkeley Way,8130,2,0,2,1,6,,0,0,2,0,1,,0,0,0,0,0,,1,3,,1,0,3,0,,0,,2,06/16/2022 07:33:32 PM,-122.436322978793,37.7394756719596,POINT (-122.436322978793 37.7394756719596),57,10,5
3998,Noriega St BETWEEN 32Nd Ave AND 33Rd Ave,7772,3,0,3,2,3,,0,4,5,17,5,2,0,0,0,0,1,0,0,,,1,1,2,0,,0,,1,02/22/2023 05:42:37 PM,-122.490937890851,37.7536030209887,POINT (-122.490937890851 37.7536030209887),39,35,7
400,20th St BETWEEN Illinois St AND 03rd St,4611,2,0,2,3,3,,1,44,4,5,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,02/08/2022 06:39:36 PM,-122.388075800678,37.7605255621824,POINT (-122.388075800678 37.7605255621824),55,26,9
514,Howth St BETWEEN Mount Vernon Ave AND Josiah Ave,570,2,0,2,2,3,,0,2,7,0,2,1,1,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/11/2022 11:11:20 PM,-122.451952012735,37.7192278824971,POINT (-122.451952012735 37.7192278824971),81,24,1
385,Larkin St BETWEEN Bush St AND Pine St,1325,2,0,2,2,7,,0,24,15,4,4,4,3,1,0,0,1,0,0,,,1,0,3,0,,0,,1,02/07/2022 08:44:16 PM,-122.418762478057,37.7893747192239,POINT (-122.418762478057 37.7893747192239),50,21,3
834,Mission St BETWEEN Mount Vernon Ave AND Florentine Ave,9746,4,0,5,0,,,,34,20,9,2,1,9,0,0,0,0,,0,,,1,0,2,0,,0,,1,03/30/2022 09:25:01 PM,-122.443319794844,37.7139695839866,POINT (-122.443319794844 37.7139695839866),80,28,1
1369,Irving St BETWEEN 23rd Ave AND 24th Ave,6560,2,0,3,0,,,,11,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/27/2022 05:16:41 PM,-122.481958907091,37.7633543900879,POINT (-122.481958907091 37.7633543900879),39,35,7
3035,Clement St BETWEEN 15th Ave AND 16th Ave,2318,2,0,2,0,,,,9,11,2,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,12/05/2022 06:52:48 PM,-122.474673107504,37.7824831768056,POINT (-122.474673107504 37.7824831768056),5,29,4
3560,07th Ave BETWEEN California St AND Clement St,1175,3,0,3,7,364117,,0,5,4,5,4,1,0,0,0,0,1,0,1,13,,1,0,2,0,,0,,1,01/25/2023 07:04:14 PM,-122.465562349875,37.7838717573328,POINT (-122.465562349875 37.7838717573328),5,11,4
388,Van Ness Ave BETWEEN Sutter St AND Bush St,5506,2,0,4,2,9,,0,50,33,1,4,6,2,0,0,0,0,,0,,,0,0,,0,,0,,1,02/07/2022 09:38:40 PM,-122.421764056645,37.788036897263,POINT (-122.421764056645 37.788036897263),50,21,6
1174,Alvarado St BETWEEN Douglass St AND Hoffman Ave,7748,2,0,2,1,5,,0,0,0,0,1,,1,0,0,0,0,,0,,,1,1,3,0,,0,,2,05/13/2022 10:58:10 PM,-122.439791789126,37.7533739687092,POINT (-122.439791789126 37.7533739687092),51,22,5
576,San Bruno Ave BETWEEN Burrows St AND Bacon St,14230,2,0,2,0,,,,101,43,24,2,1,0,0,0,0,1,1,0,,,1,0,2,0,,1,51292,1,02/16/2022 07:48:11 PM,-122.403859501155,37.7282395051833,POINT (-122.403859501155 37.7282395051833),91,25,2
3953,Newhall St BETWEEN Fairfax Ave AND Galvez Ave,3843,2,0,5,0,,,,0,0,0,1,,8,0,0,0,0,,0,,,1,0,3,0,,0,,,02/20/2023 08:37:59 PM,-122.387425422209,37.7409845346139,POINT (-122.387425422209 37.7409845346139),86,1,9
4232,Sargent St BETWEEN Ralston St AND Byxbee St,14072,2,0,2,0,,,,1,4,2,4,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,03/08/2023 05:58:58 PM,-122.469368508141,37.7160958769868,POINT (-122.469368508141 37.7160958769868),65,24,1
1240,04th St BETWEEN Folsom St AND Harrison St,5876,2,0,2,0,,,,6,15,0,3,1,2,0,0,0,1,0,0,,,1,0,2,0,,0,,1,05/23/2022 09:35:12 PM,-122.400401183144,37.7814128239241,POINT (-122.400401183144 37.7814128239241),32,34,10
429,17th St BETWEEN Carolina St AND De Haro St,12200,2,0,2,0,,,,0,17,0,1,,0,0,0,0,0,,0,,,0,1,3,0,,0,,1,02/08/2022 10:13:30 PM,-122.401129370988,37.7648733186565,POINT (-122.401129370988 37.7648733186565),54,4,9
1129,Taylor St BETWEEN Market St AND Opal Pl,13553,2,0,3,0,,,,24,21,8,1,,1,0,0,0,0,,0,,,0,0,,0,,0,,1,05/10/2022 03:30:52 PM,-122.410643364382,37.7825510831982,POINT (-122.410643364382 37.7825510831982),20,36,10
575,San Bruno Ave BETWEEN Bacon St AND Wayland St,11471,2,0,2,0,,,,22,24,1,2,1,4,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/16/2022 07:31:35 PM,-122.403360803222,37.7270387329018,POINT (-122.403360803222 37.7270387329018),91,25,2
3186,Sacramento St BETWEEN Kearny St AND Grant Ave,9787,2,0,2,0,,,,101,20,8,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,1,5212,1,12/12/2022 08:41:32 PM,-122.405371452915,37.7934723973569,POINT (-122.405371452915 37.7934723973569),104,6,3
125,Lyndhurst Dr BETWEEN Stratford Dr AND Denslowe Dr,10175,2,0,2,0,,,,0,7,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,01/26/2022 09:20:55 PM,-122.473851763467,37.724339177013,POINT (-122.473851763467 37.724339177013),41,41,8
3991,Taraval St BETWEEN 14th Ave AND 15th Ave,13586,2,0,2,0,,,,9,4,0,4,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/21/2023 09:10:41 PM,-122.470795874533,37.7432645675861,POINT (-122.470795874533 37.7432645675861),44,41,8
1852,Howard St BETWEEN 05th St AND 06th St,6701,3,0,3,0,,,,3,7,26,1,,1,0,0,0,1,0,1,2,,1,0,2,0,,0,,1,07/20/2022 09:26:59 PM,-122.406059644169,37.7806241577476,POINT (-122.406059644169 37.7806241577476),32,34,10
473,Geary St BETWEEN Jones St AND Leavenworth St,7298,4,0,2,10,35,,0,101,72,34,2,1,5,0,0,0,0,,0,,,1,1,3,0,,0,,1,02/10/2022 12:30:21 AM,-122.413997263123,37.7866297314667,POINT (-122.413997263123 37.7866297314667),50,36,3
1684,Bush St BETWEEN Mason St AND Taylor St,6237,4,0,4,0,,,,23,14,7,2,1,2,0,0,0,1,0,0,,,1,0,3,0,,0,,1,06/15/2022 01:00:45 AM,-122.411267773454,37.7898506146577,POINT (-122.411267773454 37.7898506146577),50,21,3
1723,Payson St BETWEEN Saint Charles Ave AND Chester Ave,10327,1,,1,1,12,,0,0,2,0,1,,0,0,0,0,0,,1,3,,0,0,,0,,0,,2,06/15/2022 09:47:23 PM,-122.469884304607,37.7121882420353,POINT (-122.469884304607 37.7121882420353),65,24,8
2179,Mendell St BETWEEN Fairfax Ave AND Galvez Ave,7463,4,0,5,1,3,,0,0,2,0,2,2,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,08/16/2022 08:52:41 PM,-122.385571304852,37.7399294610113,POINT (-122.385571304852 37.7399294610113),86,1,9
3625,29th Ave BETWEEN Clement St AND Geary Blvd,4909,4,0,3,0,,,,0,14,0,1,,0,0,0,0,0,,1,13,,1,0,3,0,,0,,1,02/01/2023 07:52:41 PM,-122.48908523146,37.7808577945506,POINT (-122.48908523146 37.7808577945506),8,29,4
3042,Clement St BETWEEN 22nd Ave AND 23rd Ave,2208,2,0,2,1,9,,0,27,33,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,1,12/05/2022 07:49:44 PM,-122.482197028913,37.782130022232,POINT (-122.482197028913 37.782130022232),8,29,4
2167,03rd St BETWEEN Oakdale Ave AND Palou Ave,6422,4,0,3,2,113,,0,0,8,0,1,,0,0,0,0,1,1,0,,,0,0,,0,,1,12569,1,08/16/2022 05:17:10 PM,-122.39078220005,37.7343966878014,POINT (-122.39078220005 37.7343966878014),86,1,9
312,Kirkham St BETWEEN 45th Ave AND 46th Ave,3545,3,0,2,3,115,,0,0,5,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/03/2022 08:16:06 PM,-122.505274375761,37.7585879003293,POINT (-122.505274375761 37.7585879003293),39,35,7
3833,Commercial St BETWEEN Montgomery St AND Kearny St,5629,3,0,5,0,,,,50,8,14,1,,0,0,0,0,1,0,1,3,,1,0,3,0,,0,,1,02/16/2023 07:30:34 PM,-122.403878733187,37.7941187129516,POINT (-122.403878733187 37.7941187129516),104,6,3
3517,Balboa St BETWEEN 43rd Ave AND 44th Ave,3532,4,0,4,0,,,,0,1,6,5,3,1,0,0,0,1,0,1,13,,1,0,2,0,,0,,1,01/24/2023 05:20:38 PM,-122.504280502189,37.7753969623652,POINT (-122.504280502189 37.7753969623652),8,29,4
1165,Clement St BETWEEN 11th Ave AND 12th Ave,13676,3,0,2,0,,,,2,1,5,1,,2,0,0,0,0,,0,,,1,1,1,0,,0,,1,05/13/2022 08:26:42 PM,-122.470321218212,37.7826820956572,POINT (-122.470321218212 37.7826820956572),5,11,4
553,Fulton St BETWEEN 47th Ave AND 48th Ave,7476,2,0,3,0,,,,1,5,0,3,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,02/15/2022 07:10:45 PM,-122.508300146878,37.7714752148328,POINT (-122.508300146878 37.7714752148328),8,29,4
4678,Pine St BETWEEN Baker St AND Lyon St,15009,2,0,2,0,,,,2,0,0,1,,0,0,0,0,0,,0,,,1,1,2,0,,0,,2,04/25/2023 07:11:22 PM,-122.444384136759,37.7865859141552,POINT (-122.444384136759 37.7865859141552),103,31,6
3989,Taraval St BETWEEN 16th Ave AND 17th Ave,13584,3,0,3,1,3,,0,3,16,6,5,3,1,0,0,0,1,0,1,13,,1,0,2,0,,0,,1,02/21/2023 08:58:02 PM,-122.473016271862,37.7431671624739,POINT (-122.473016271862 37.7431671624739),44,41,8
906,Glenview Dr BETWEEN Dawnview Way AND Burnett Ave,7193,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,1,13,,1,0,3,0,,0,,2,04/06/2022 01:18:01 AM,-122.446426876071,37.7482610039883,POINT (-122.446426876071 37.7482610039883),48,38,5
2457,Van Ness Ave BETWEEN Greenwich St AND Lombard St,15813,4,0,4,0,,,,1,16,0,1,,1,0,0,0,1,0,0,,,0,0,,0,,0,,1,10/04/2022 04:31:39 PM,-122.424551025915,37.8008463564586,POINT (-122.424551025915 37.8008463564586),15,32,6
2314,Anza St BETWEEN 33rd Ave AND 34th Ave,4124,3,0,3,10,2611,,0,31,21,0,1,,2,0,0,0,0,,1,13,,1,0,2,0,,0,,2,09/12/2022 08:51:16 PM,-122.493703651795,37.777749681413,POINT (-122.493703651795 37.777749681413),8,29,4
366,Mission St BETWEEN 20th St AND 21st St,61,4,1,3,15,371165,,0,101,101,0,2,1,0,0,0,0,1,0,0,,,1,0,3,0,,1,1,1,02/04/2022 11:59:09 PM,-122.418990030302,37.7578389274009,POINT (-122.418990030302 37.7578389274009),53,20,2
3302,De Soto St BETWEEN Holloway Ave AND Urbano Dr,2058,3,0,3,0,,,,0,2,0,1,,0,0,0,0,0,,1,313,,1,0,3,0,,0,,2,12/15/2022 10:55:03 PM,-122.466224778345,37.7225059881263,POINT (-122.466224778345 37.7225059881263),67,41,8
976,Haight St BETWEEN Scott St AND Divisadero St,6621,3,0,2,1,5,,0,25,9,33,1,,2,0,0,0,1,0,0,,,1,0,2,0,,1,56,1,04/13/2022 08:20:26 PM,-122.436222515703,37.7713784014324,POINT (-122.436222515703 37.7713784014324),26,3,11
975,02nd Ave BETWEEN Anza St AND Balboa St,6095,2,0,2,2,59,,0,0,0,1,2,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,2,04/12/2022 11:23:51 PM,-122.459805817974,37.7783611882449,POINT (-122.459805817974 37.7783611882449),5,11,4
3095,Geary Blvd BETWEEN 20th Ave AND 21st Ave,7360,3,0,3,2,311,,0,39,22,0,2,1,0,0,0,0,1,1,0,,,1,0,2,0,,1,69,1,12/07/2022 08:01:44 PM,-122.47992127021,37.7803811965286,POINT (-122.47992127021 37.7803811965286),8,29,4
3578,Post St BETWEEN Buchanan St AND Webster St,12162,3,0,3,0,,,,7,6,8,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,01/25/2023 09:59:31 PM,-122.430574494898,37.7854682501378,POINT (-122.430574494898 37.7854682501378),101,15,11
1932,Geary Blvd BETWEEN Blake St AND Cook St,7396,3,0,2,1,43,,0,10,15,20,1,,2,0,0,0,0,,0,,,1,1,3,0,,0,,1,07/22/2022 10:38:20 PM,-122.451660143811,37.7820038608062,POINT (-122.451660143811 37.7820038608062),11,31,6
2101,Sweeny St BETWEEN Boylston St AND Bowdoin St,16730,2,0,1,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,2,08/03/2022 11:59:25 PM,-122.412011347643,37.7317528788373,POINT (-122.412011347643 37.7317528788373),91,25,2
3422,Geary Blvd BETWEEN Collins St AND Blake St,6887,3,0,3,1,7,,0,7,17,2,4,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,01/19/2023 07:55:52 PM,-122.450591860987,37.7819821034284,POINT (-122.450591860987 37.7819821034284),12,18,4
3759,Bryant St BETWEEN Main St AND Beale St,8386,2,0,4,0,,,,4,20,0,5,10,4,0,0,0,0,,0,,,0,0,,0,,0,,,02/13/2023 09:09:41 PM,-122.389208039058,37.7865612289244,POINT (-122.389208039058 37.7865612289244),31,8,10
2966,Van Ness Ave BETWEEN Washington St AND Jackson St,15836,3,0,3,0,,,,9,12,3,2,1,2,0,0,0,0,,0,,,0,0,,0,,0,,1,11/30/2022 07:38:02 PM,-122.423062577676,37.7934795514369,POINT (-122.423062577676 37.7934795514369),102,32,3
4157,Nebraska St BETWEEN Powhattan Ave AND Cortland Ave,12250,2,0,2,0,,,,0,2,0,5,2,0,0,0,0,0,,1,1312,,1,0,2,0,,0,,2,03/02/2023 09:13:18 PM,-122.410435942484,37.7405702718469,POINT (-122.410435942484 37.7405702718469),83,2,2
1832,07th St BETWEEN Market St AND Mission St,1148,2,0,2,0,,,,1,65,14,4,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,1,07/20/2022 05:25:04 PM,-122.411741240406,37.7798471868292,POINT (-122.411741240406 37.7798471868292),32,34,10
3949,Hudson Ave BETWEEN Newhall St AND 03rd St,10117,2,0,4,0,,,,0,1,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,02/20/2023 06:52:21 PM,-122.388513832685,37.7401809092337,POINT (-122.388513832685 37.7401809092337),86,1,9
1632,03rd St BETWEEN 18th St AND 19th St,6538,3,0,2,0,,,,0,8,2,1,,3,0,0,0,0,,0,,,1,0,3,0,,0,,1,06/11/2022 12:01:06 AM,-122.388776103917,37.7624115312007,POINT (-122.388776103917 37.7624115312007),55,26,9
440,Taraval St BETWEEN 25th Ave AND 26th Ave,9325,3,0,3,0,,,,8,32,8,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,02/08/2022 11:02:34 PM,-122.48267023715,37.7427486860017,POINT (-122.48267023715 37.7427486860017),40,35,7
4432,Britton St BETWEEN Leland Ave AND Visitacion Ave,6407,3,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,1213,,1,0,3,0,,0,,2,03/31/2023 03:11:21 PM,-122.41226240251,37.7132670888703,POINT (-122.41226240251 37.7132670888703),75,40,9
221,Argonaut Ave BETWEEN Burr Ave AND Velasco Ave,3998,2,0,2,0,,,,0,2,0,1,,0,0,0,0,0,,1,313,,1,0,1,0,,0,,,01/31/2022 09:16:42 PM,-122.41489714956,37.7093663724298,POINT (-122.41489714956 37.7093663724298),75,40,9
1089,Market St BETWEEN 02nd St AND Montgomery St,6681,2,0,2,0,,,,1,3,2,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,04/29/2022 07:42:52 PM,-122.401770853441,37.7890269687884,POINT (-122.401770853441 37.7890269687884),108,8,3
1621,Geary Blvd BETWEEN 24th Ave AND 25th Ave,7355,4,0,2,1,5,,0,48,24,2,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,5,1,06/10/2022 08:15:14 PM,-122.484215522695,37.7801914844276,POINT (-122.484215522695 37.7801914844276),8,29,4
2404,Gough St BETWEEN Broadway AND Vallejo St,7125,2,0,2,0,,,,0,13,2,4,2,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,09/30/2022 04:01:14 PM,-122.426796163745,37.7957942624615,POINT (-122.426796163745 37.7957942624615),102,30,6
1131,Jackson St BETWEEN Spruce St AND Maple St,13509,2,0,2,0,,,,0,1,1,1,,2,0,0,0,0,,0,,,1,0,1,0,,0,,2,05/10/2022 09:48:08 PM,-122.454960294551,37.7898799451217,POINT (-122.454960294551 37.7898799451217),10,31,6
2713,Geary Blvd BETWEEN 09th Ave AND 10th Ave,2834,2,0,2,0,,,,2,10,10,1,,0,0,0,0,1,0,0,,,1,0,1,0,,1,95,1,11/02/2022 08:01:50 PM,-122.468031118804,37.78091947794,POINT (-122.468031118804 37.78091947794),5,11,4
